@relation activity
@attribute xMean NUMERIC 
@attribute xDev NUMERIC 
@attribute xCrossRate NUMERIC 
@attribute xFFT1 NUMERIC 
@attribute xFFT2 NUMERIC 
@attribute xFFT3 NUMERIC 
@attribute xFFT4 NUMERIC 
@attribute xVelocityChange NUMERIC 
@attribute xDistance NUMERIC 
@attribute yMean NUMERIC 
@attribute yDev NUMERIC 
@attribute yCrossRate NUMERIC 
@attribute yFFT1 NUMERIC 
@attribute yFFT2 NUMERIC 
@attribute yFFT3 NUMERIC 
@attribute yFFT4 NUMERIC 
@attribute yVelocityChange NUMERIC 
@attribute yDistance NUMERIC 
@attribute zMean NUMERIC 
@attribute zDev NUMERIC 
@attribute zCrossRate NUMERIC 
@attribute zFFT1 NUMERIC 
@attribute zFFT2 NUMERIC 
@attribute zFFT3 NUMERIC 
@attribute zFFT4 NUMERIC 
@attribute zVelocityChange NUMERIC 
@attribute zDistance NUMERIC 
@attribute speedMean NUMERIC 
@attribute speedDev NUMERIC 
@attribute speedCrossRate NUMERIC 
@attribute speedFFT1 NUMERIC 
@attribute speedFFT2 NUMERIC 
@attribute speedFFT3 NUMERIC 
@attribute energyMean NUMERIC 
@attribute energyDev NUMERIC 
@attribute energyCrossRate NUMERIC 
@attribute energyFFT1 NUMERIC 
@attribute energyFFT2 NUMERIC 
@attribute energyFFT3 NUMERIC 
@attribute energyFFT4 NUMERIC 
@attribute energyXYMean NUMERIC 
@attribute energyXYDev NUMERIC 
@attribute energyXYCrossRate NUMERIC 
@attribute class{running,driving,stationary,walking}
@data
-0.31002530239188303,0.26177206033304184,0.1794871794871795,24.49199888895877,0.0,10.153024335211764,2.8125,-1563.4735473942487,101294.66600675855,-0.026702367275524497,0.3455686980198652,0.1794871794871795,9.715575286654017,357.1875,9.715575286654017,2.8125,-90.95939220037488,65221.19042406594,9.941388092710474,0.13911494307893235,0.2692307692307692,785.3696593241274,0.0,377.97556186303046,2.8125,49701.22229609658,49701.22229609658,0.49113522275174315,1.1506011018220548,0.0641025641025641,38.79968259738772,0.0,21.50713561045739,9.955678066142184,0.14069634598052505,0.2692307692307692,786.4985672252326,0.0,378.16965454609175,2.8125,0.41018728351234857,0.3413465007997098,0.11538461538461539,stationary
-0.3027459166739138,0.08516423101305821,0.2948717948717949,23.916927417239194,0.0,11.466966980172439,357.1875,-1515.7845503152842,98128.2094638982,-0.18797345684222683,0.0990471522533962,0.15384615384615385,14.849903090535918,0.0,9.157645437060673,2.8125,-931.2918710797734,60724.56977294836,9.922130387780534,0.041665058118200995,0.23076923076923078,783.8483006346621,0.0,377.22575723518685,2.8125,49609.89509399325,49609.89509399325,0.14327351807237576,0.10749638045365248,0.16666666666666666,11.318607927717684,0.0,6.432796385648997,9.929389826838722,0.040956940939457356,0.23076923076923078,784.4217963202586,0.0,377.53383072240905,2.8125,0.369853185467431,0.08521159752693253,0.20512820512820512,stationary
-0.18034496340840403,0.043520235081505904,0.21794871794871795,14.247252109263922,0.0,6.721522958640267,2.8125,-902.1629409832465,58379.50230649464,-0.10279198872056836,0.04237898583593032,0.2692307692307692,8.1205671089249,0.0,4.07547408489683,2.8125,-517.1926524767994,33552.99190409605,9.919001282238096,0.03753824748977134,0.2948717948717949,783.6011012968099,0.0,377.40481145720656,2.8125,49598.26776448576,49598.26776448576,0.09390658325854813,0.041259531399869806,0.20512820512820512,7.418620077425304,0.0,3.5530512618211985,9.921359079456613,0.03755078725495386,0.2948717948717949,783.7873672770723,0.0,377.49151559526155,2.8125,0.21198629977870584,0.0429219848104932,0.21794871794871795,stationary
-0.11963612466407306,0.035919131134532024,0.23076923076923078,9.451253848461771,0.0,4.535579642873078,2.8125,-601.1552279540106,38917.94765311816,-0.09375389163338005,0.036464747677771386,0.21794871794871795,7.406557439037024,0.0,3.5941488766220613,2.8125,-474.01237957899605,30715.307913340363,9.922422346833445,0.03152595907468554,0.28205128205128205,783.871365399842,0.0,377.07074368421075,2.8125,49608.79160288494,49608.79160288494,0.07694250714637199,0.02810873030255968,0.19230769230769232,6.078458064563388,0.0,2.7879577967099336,9.923718480259613,0.031513424359066386,0.28205128205128205,783.9737599405094,0.0,377.1177359287814,357.1875,0.15552399295497027,0.039175808109684324,0.23076923076923078,stationary
-0.04541652081879583,0.054794840475082617,0.16666666666666666,3.5879051446848687,0.0,2.7011011859870164,2.8125,-245.7966730815641,18906.372932598275,-0.0697978051353855,0.04193679279350003,0.24358974358974358,5.514026605695456,0.0,2.569490624200274,2.8125,-345.70624412158855,23352.712617172896,9.921967659744363,0.032006714429781945,0.21794871794871795,783.8354451198047,0.0,377.2891284734147,357.1875,49609.12565358189,49609.12565358189,0.08519760902824887,0.039865259969386085,0.21794871794871795,6.73061111323166,0.0,3.1492546443614247,9.922557208161365,0.031948155564901146,0.21794871794871795,783.882019444748,0.0,377.3079882200974,357.1875,0.10018399719696523,0.04072750671394627,0.24358974358974358,stationary
7.681216712016948E-4,0.058921557057793617,0.19230769230769232,1.0765909163265377,264.375,1.0765909163265375,95.625,-1.2200261206120706,12191.013893828569,-0.04138165680588255,0.04186679054495161,0.24358974358974358,3.269150887664722,0.0,1.792884210127177,357.1875,-212.27966186863523,16055.589872256607,9.919489809607702,0.03314534250007616,0.21794871794871795,783.6396949590086,0.0,377.05928843190895,2.8125,49599.41092021875,49599.41092021875,0.0972730212847385,0.06437653650931102,0.1282051282051282,7.684568681494342,0.0,3.059840492871809,9.919839529293643,0.03313637384167933,0.21794871794871795,783.6673228141976,0.0,377.06511363824274,2.8125,0.07024877460105441,0.044751751190333824,0.23076923076923078,stationary
-0.022280440108069136,0.05059716220102422,0.21794871794871795,1.760154768537462,0.0,0.9569577894110325,357.1875,-108.4587364774431,15193.57855565355,0.03857759459108154,0.06182838128631726,0.16666666666666666,3.0476299726954394,0.0,2.6059658429726817,2.8125,192.77543444864514,18832.012089141663,9.950521366188472,0.050113494944189034,0.1794871794871795,786.0911879288891,0.0,378.9325168902929,2.8125,49754.279534995105,49754.279534995105,0.09642697566384247,0.06093781350780592,0.20512820512820512,7.617731077443553,0.0,3.961762936785006,9.950940755619543,0.050322657620121294,0.1794871794871795,786.1243196939436,0.0,378.95352448698975,2.8125,0.07962652831562704,0.04502317580454233,0.19230769230769232,stationary
0.0015985274101182907,0.05923137955238005,0.20512820512820512,1.871223371730442,357.1875,1.871223371730442,2.8125,4.332043939082517,15302.935313299278,0.05589851766836333,0.04909836159045358,0.16666666666666666,4.415982895800704,0.0,2.1937241539555203,2.8125,275.97115087778536,20586.82523972277,9.91637736642524,0.03385370024443835,0.2948717948717949,783.393811947594,0.0,376.98778773916007,2.8125,49581.95445058092,49581.95445058092,0.09233188550394256,0.039126852799251266,0.21794871794871795,7.294218954811461,0.0,3.8151536763903473,9.916833411021953,0.03387402266727695,0.2948717948717949,783.4298394707345,0.0,377.00399915095466,2.8125,0.08506333635332777,0.04254919282885265,0.1794871794871795,stationary
0.03107038937209974,0.05259280634628013,0.28205128205128205,2.4545607603958794,0.0,1.4392631701715493,2.8125,153.05623096793158,15763.415222056796,-0.019811421558896695,0.07256132140990151,0.1282051282051282,1.942030265052154,357.1875,1.9420302650521537,2.8125,-99.97350432146986,19790.462075737643,9.919534815206783,0.03596845428660925,0.24358974358974358,783.6432504013361,0.0,377.1829479756855,2.8125,49596.15277631675,49596.15277631675,0.10675302198903257,0.05988053483126628,0.15384615384615385,8.43348873713357,0.0,4.92245259242502,9.920008583973015,0.035824347434050725,0.24358974358974358,783.680678133868,0.0,377.20715554258385,2.8125,0.08411490644037813,0.04810085943694769,0.21794871794871795,stationary
-0.0039489826264781725,0.053482623644535175,0.19230769230769232,1.125353672329756,345.9375,1.125353672329756,14.0625,-1.4001084325749737,11457.6081931636,-0.011574642623516013,0.09115844301325134,0.1282051282051282,3.492754037359899,2.8125,3.492754037359898,357.1875,-77.91888560671153,22605.037575391296,9.916549996476954,0.03308252101512835,0.32051282051282054,783.4074497216794,0.0,376.94435653242084,2.8125,49579.279580533606,49579.279580533606,0.10172623109941854,0.050146162144918106,0.19230769230769232,8.036372256854067,0.0,4.037188396314052,9.917121050529117,0.03298749090533759,0.32051282051282054,783.4525629918003,0.0,376.95702243914144,357.1875,0.08854456836011827,0.058988803972193464,0.19230769230769232,stationary
