1413341266275,1.38013,3.0662239,9.541159,stationary
1413341266340,1.4184504,3.1045442,9.6178,stationary
1413341266405,1.4567707,3.0662239,9.502839,stationary
1413341266470,1.4184504,3.0662239,9.579479,stationary
1413341266535,1.4567707,3.1428645,9.541159,stationary
1413341266599,1.38013,3.0662239,9.387877,stationary
1413341266664,1.4567707,3.1045442,9.579479,stationary
1413341266728,1.38013,3.1428645,9.579479,stationary
1413341266793,1.4567707,3.0662239,9.464519,stationary
1413341266858,1.4184504,3.1045442,9.502839,stationary
1413341266922,1.4184504,3.1045442,9.69444,stationary
1413341266987,1.5717316,3.0662239,9.426198,stationary
1413341267051,1.5334113,3.1811848,9.387877,stationary
1413341267116,1.4567707,3.1428645,9.65612,stationary
1413341267181,1.4567707,3.0662239,9.464519,stationary
1413341267245,1.4567707,3.1045442,9.464519,stationary
1413341267310,1.4567707,3.1428645,9.579479,stationary
1413341267375,1.4184504,3.1811848,9.502839,stationary
1413341267439,1.1885284,3.1045442,9.502839,stationary
1413341267504,1.495091,3.0279036,9.579479,stationary
1413341267568,1.6100519,3.1811848,9.426198,stationary
1413341267633,1.6483722,3.2578254,9.579479,stationary
1413341267698,1.495091,3.2578254,9.6178,stationary
1413341267762,1.1885284,2.989583,9.349558,stationary
1413341267827,1.265169,2.989583,9.349558,stationary
1413341267891,1.3034893,3.1045442,9.73276,stationary
1413341267956,1.6483722,3.1811848,9.541159,stationary
1413341268021,1.6100519,3.1811848,9.426198,stationary
1413341268085,1.5334113,3.0279036,9.464519,stationary
1413341268149,1.4567707,3.1045442,9.464519,stationary
1413341268215,1.4567707,3.1428645,9.541159,stationary
1413341268279,1.495091,3.1428645,9.464519,stationary
1413341268344,1.5334113,3.1811848,9.502839,stationary
1413341268409,1.5334113,3.1045442,9.6178,stationary
1413341268473,1.5717316,3.1428645,9.502839,stationary
1413341268538,1.5334113,3.219505,9.464519,stationary
1413341268602,1.5334113,3.0662239,9.541159,stationary
1413341268667,1.495091,3.1811848,9.502839,stationary
1413341268732,1.5334113,3.1428645,9.464519,stationary
1413341268796,1.5334113,3.219505,9.502839,stationary
1413341268861,1.6100519,3.1045442,9.464519,stationary
1413341268926,1.5717316,3.1045442,9.502839,stationary
1413341268990,1.5717316,3.1045442,9.502839,stationary
1413341269055,1.5717316,3.1811848,9.464519,stationary
1413341269119,1.5717316,3.1045442,9.502839,stationary
1413341269183,1.4567707,3.1045442,9.464519,stationary
1413341269249,1.5334113,3.1428645,9.541159,stationary
1413341269313,1.495091,3.0662239,9.464519,stationary
1413341269378,1.5334113,3.1428645,9.426198,stationary
1413341269442,1.5717316,3.1428645,9.541159,stationary
1413341269507,1.5717316,3.1811848,9.502839,stationary
1413341269572,1.5717316,3.0279036,9.426198,stationary
1413341269636,1.5717316,3.1428645,9.541159,stationary
1413341269701,1.5334113,3.1428645,9.464519,stationary
1413341269766,1.5334113,3.1045442,9.502839,stationary
1413341269830,1.5334113,3.219505,9.6178,stationary
1413341269895,1.4567707,3.0662239,9.426198,stationary
1413341269959,1.5334113,3.1428645,9.541159,stationary
1413341270024,1.5717316,3.1428645,9.464519,stationary
1413341270089,1.5717316,3.1811848,9.426198,stationary
1413341270153,1.5334113,3.1428645,9.541159,stationary
1413341270217,1.4184504,3.1045442,9.464519,stationary
1413341270283,1.4184504,3.1811848,9.502839,stationary
1413341270347,1.5334113,3.1811848,9.502839,stationary
1413341270412,1.6100519,3.1045442,9.464519,stationary
1413341270476,1.5717316,3.1045442,9.541159,stationary
1413341270541,1.495091,3.1428645,9.541159,stationary
1413341270606,1.38013,3.1428645,9.464519,stationary
1413341270670,1.495091,3.1428645,9.464519,stationary
1413341270735,1.5717316,3.1045442,9.541159,stationary
1413341270799,1.6483722,3.1811848,9.426198,stationary
1413341270864,1.5717316,3.1811848,9.541159,stationary
1413341270929,1.5334113,3.1428645,9.502839,stationary
1413341270993,1.495091,3.0279036,9.502839,stationary
1413341271058,1.5334113,3.1428645,9.387877,stationary
1413341271122,1.5334113,3.1045442,9.541159,stationary
1413341271187,1.5334113,3.1811848,9.541159,stationary
1413341271252,1.5334113,3.0279036,9.426198,stationary
1413341271316,1.5334113,3.1811848,9.464519,stationary
1413341271381,1.6483722,3.1811848,9.502839,stationary
1413341271446,1.5717316,3.1428645,9.426198,stationary
1413341271510,1.5717316,3.0662239,9.65612,stationary
1413341271575,1.6100519,3.0662239,9.387877,stationary
1413341271639,1.5334113,3.1811848,9.426198,stationary
1413341271704,1.5717316,3.1045442,9.464519,stationary
1413341271769,1.5334113,3.1428645,9.6178,stationary
1413341271833,1.6100519,3.0279036,9.502839,stationary
1413341271898,1.6483722,3.0279036,9.464519,stationary
1413341271963,1.6483722,3.0279036,9.426198,stationary
1413341272027,1.6100519,2.989583,9.502839,stationary
1413341272092,1.6866925,3.0279036,9.541159,stationary
1413341272157,1.6483722,2.9129424,9.502839,stationary
1413341272220,1.6866925,2.989583,9.771081,stationary
1413341272286,1.6866925,3.0279036,9.464519,stationary
1413341272350,1.6100519,2.9129424,9.234596,stationary
1413341272415,1.6866925,3.0662239,9.579479,stationary
1413341272480,1.6100519,3.0279036,9.69444,stationary
1413341272544,1.7250128,2.989583,9.311237,stationary
1413341272609,1.6483722,2.9512627,9.081315,stationary
1413341272673,1.6866925,3.2578254,9.962683,stationary
1413341272738,1.7250128,2.874622,9.771081,stationary
1413341272803,1.6483722,2.9512627,9.272917,stationary
1413341272867,1.6483722,3.0279036,9.6178,stationary
1413341272931,1.6483722,2.989583,9.502839,stationary
1413341272996,1.6866925,3.1428645,9.541159,stationary
1413341273061,1.6866925,2.9512627,9.579479,stationary
1413341273126,1.6100519,2.874622,9.311237,stationary
1413341273190,1.5334113,3.0279036,9.426198,stationary
1413341273255,1.6483722,3.0662239,9.541159,stationary
1413341273320,1.6100519,2.989583,9.541159,stationary
1413341273384,1.6483722,3.0662239,9.579479,stationary
1413341273449,1.5717316,2.9512627,9.502839,stationary
1413341273513,1.5717316,3.1045442,9.426198,stationary
1413341273578,1.5717316,3.0662239,9.541159,stationary
1413341273643,1.6483722,3.1428645,9.464519,stationary
1413341273707,1.6100519,3.0662239,9.502839,stationary
1413341273772,1.5717316,2.9512627,9.464519,stationary
1413341273836,1.5717316,3.0662239,9.502839,stationary
1413341273901,1.6100519,3.1045442,9.541159,stationary
1413341273966,1.6100519,3.0279036,9.502839,stationary
1413341274030,1.5717316,2.989583,9.464519,stationary
1413341274095,1.5717316,3.1045442,9.541159,stationary
1413341274159,1.5334113,3.0279036,9.464519,stationary
1413341274224,1.6100519,3.0279036,9.541159,stationary
1413341274289,1.6100519,3.0662239,9.541159,stationary
1413341274353,1.6100519,3.0279036,9.464519,stationary
1413341274418,1.5717316,3.0662239,9.541159,stationary
1413341274483,1.6100519,3.0662239,9.426198,stationary
1413341274547,1.5717316,3.0662239,9.579479,stationary
1413341274612,1.6100519,2.989583,9.502839,stationary
1413341274677,1.5717316,2.989583,9.464519,stationary
1413341274741,1.5334113,3.0662239,9.502839,stationary
1413341274806,1.6100519,2.9512627,9.464519,stationary
1413341274870,1.6483722,3.1428645,9.579479,stationary
1413341274935,1.5717316,3.0662239,9.387877,stationary
1413341275000,1.5717316,3.0662239,9.579479,stationary
1413341275064,1.5334113,3.0279036,9.387877,stationary
1413341275130,1.6100519,3.1045442,9.6178,stationary
1413341275194,1.5717316,3.0662239,9.464519,stationary
1413341275258,1.6483722,3.1045442,9.502839,stationary
1413341275323,1.5334113,3.0279036,9.387877,stationary
1413341275387,1.5334113,3.0662239,9.464519,stationary
1413341275452,1.6100519,3.0662239,9.69444,stationary
1413341275517,1.5717316,3.1045442,9.349558,stationary
1413341275581,1.6100519,2.989583,9.579479,stationary
1413341275646,1.6100519,3.0662239,9.464519,stationary
1413341275711,1.5717316,3.1428645,9.502839,stationary
1413341275775,1.5717316,3.1045442,9.541159,stationary
1413341275840,1.5334113,3.0279036,9.464519,stationary
1413341275905,1.6100519,3.0662239,9.6178,stationary
1413341275969,1.6483722,2.9512627,9.387877,stationary
1413341276034,1.6100519,3.0662239,9.464519,stationary
1413341276098,1.6483722,3.0279036,9.6178,stationary
1413341276162,1.5717316,3.1045442,9.311237,stationary
1413341276228,1.6100519,2.989583,9.502839,stationary
1413341276292,1.5717316,3.0662239,9.541159,stationary
1413341276357,1.6100519,3.0662239,9.464519,stationary
1413341276421,1.5717316,3.0279036,9.502839,stationary
1413341276486,1.6100519,3.1045442,9.579479,stationary
