1413341123500,-2.4519012,-7.6634636,5.8240886,null
1413341123571,-2.3369403,-7.970026,5.900729,null
1413341123628,-2.3369403,-7.8550653,5.709128,null
1413341123697,-2.183659,-7.816745,5.517526,null
1413341123758,-2.1453388,-8.161628,5.7857685,null
1413341123822,-2.29862,-7.8933854,5.5558467,null
1413341123887,-2.1070185,-8.008347,5.1726437,null
1413341123951,-2.2219794,-7.931706,5.4025655,null
1413341124018,-2.1070185,-8.544831,5.2492843,null
1413341124082,-1.9154168,-8.506511,4.981042,null
1413341124145,-1.9920574,-8.46819,4.6744795,null
1413341124210,-1.8770965,-8.583151,4.5211983,null
1413341124275,-1.8770965,-8.851394,4.252956,null
1413341124340,-1.9537371,-8.889713,4.367917,null
1413341124404,-1.7621356,-8.774753,3.9847138,null
1413341124468,-1.8387762,-8.966354,4.137995,null
1413341124533,-1.6471747,-9.119636,4.023034,null
1413341124597,-1.685495,-9.042995,3.294948,null
1413341124663,-1.6471747,-9.272917,3.294948,null
1413341124726,-1.5322137,-9.6178,3.754792,null
1413341124895,-1.1490107,-9.502839,3.2566278,null
1413341124916,-1.3022919,-9.042995,3.52487,null
1413341124938,-0.8041278,-9.081315,3.3715887,null
1413341125069,-0.8424481,-8.774753,4.137995,null
1413341125069,-0.7658075,-9.311237,3.9080732,null
1413341125113,-0.68916684,-9.081315,4.1763153,null
1413341125187,-0.65084654,-9.081315,3.7164717,null
1413341125243,-0.61252624,-9.157956,4.0996747,null
1413341125307,-0.34428406,-9.004675,3.8314326,null
1413341125372,-0.57420594,-9.004675,3.869753,null
1413341125436,-0.1526825,-9.234596,3.869753,null
1413341125501,-0.4209247,-9.081315,3.9463935,null
1413341125566,-0.34428406,-9.081315,3.9080732,null
1413341125631,-0.30596375,-9.119636,3.9847138,null
1413341125695,-0.459245,-9.119636,3.8314326,null
1413341125760,-0.34428406,-9.081315,3.9463935,null
1413341125824,-0.38260436,-9.196277,3.8314326,null
1413341125889,-0.34428406,-9.272917,3.9847138,null
1413341125953,-0.34428406,-9.042995,3.7931123,null
1413341126018,-0.1526825,-9.387877,3.7931123,null
1413341126082,-0.26764342,-8.966354,3.6015105,null
1413341126147,-0.22932312,-8.928034,3.7931123,null
1413341126211,-0.1910028,-9.119636,4.2912765,null
1413341126276,-0.26764342,-9.157956,4.0996747,null
1413341126347,-0.26764342,-9.004675,3.9463935,null
1413341126405,-0.34428406,-9.042995,3.9463935,null
1413341126470,-0.459245,-9.311237,3.8314326,null
1413341126535,-0.459245,-9.157956,4.023034,null
1413341126599,-0.53588563,-9.119636,3.6781511,null
1413341126664,-0.53588563,-9.272917,3.9847138,null
1413341126728,-0.4209247,-9.042995,4.061354,null
1413341126793,-0.57420594,-8.851394,4.137995,null
